17,76
19,74
23,73
24,89
25,13
28,36
29,14
30,31
31,29
32,35
34,23
36,33
38,17
40,16
41,25
42,26
43,28
44,19
45,18
46,10
49,8
51,11
54,85
55,86
56,87
59,60
64,2
65,2
66,0
68,90
69,55
70,61
72,59
73,54
80,39
82,52
83,46
84,68
85,51
88,50
90,72
91,43
92,45
93,44
97,81
98,80
99,79
